PropertyType,PropertyGroup,Property,Description
LaboratoryMeasurement,DENSITY,503.01a,Bulk Density of small intact soil core (see report ERA2004-01)
LaboratoryMeasurement,DENSITY,503.05a,Bulk Density fine earth + gravel (see report ERA2004-01)
LaboratoryMeasurement,DENSITY,503.08a,Bulk Density fine earth only (see report ERA2004-01)
LaboratoryMeasurement,CHLORIDE,5A_C_2.5,Chloride - 1:2.5 soil/water extract
LaboratoryMeasurement,CHLORIDE,5A1,"Chloride - 1:5 soil/water extract, potentiometric titration"
LaboratoryMeasurement,CHLORIDE,5A2,"Chloride - 1:5 soil/water extract, automated colour"
LaboratoryMeasurement,CHLORIDE,5A2a,"Chloride - 1:5 soil/water extract, automated colour"
LaboratoryMeasurement,CHLORIDE,5A2b,"Chloride - 1:5 soil/water extract, FIA"
LaboratoryMeasurement,CHLORIDE,5A3a,"Chloride - 1:5 soil/water extract, ion chromatography (chemical suppression of eluent conductivity)"
LaboratoryMeasurement,CHLORIDE,5A3b,"Chloride - 1:5 soil/water extract, ion chromatography (single column with electronic suppression of eluent conductivity)"
LaboratoryMeasurement,CHLORIDE,5A4,"Chloride - 1:5 soil/water extract, ICPAES"
LaboratoryMeasurement,CA/MG,5M1_Ca/Mg,Ca:Mg
LaboratoryMeasurement,NACL,5Z1,Calculation based on chloride
LaboratoryMeasurement,ORGANIC_CARBON,6_DC,Organic carbon (%) - Dry combustion
LaboratoryMeasurement,ORGANIC_CARBON,6A1,Organic carbon - Walkley and Black
LaboratoryMeasurement,ORGANIC_CARBON,6A1_UC,Organic carbon (%) - Uncorrected Walkley and Black method
LaboratoryMeasurement,ORGANIC_CARBON,6B1,Total organic carbon - Heanes wet oxidation
LaboratoryMeasurement,ORGANIC_CARBON,6B2,"Total organic carbon - high frequency induction furnace, volumetric"
LaboratoryMeasurement,ORGANIC_CARBON,6B2a,"Total organic carbon - high frequency induction furnace, volumetric (no soil pretreatment)"
LaboratoryMeasurement,ORGANIC_CARBON,6B2b,"Total organic carbon - high frequency induction furnace, infared/thermal (no soil pretreatment)"
LaboratoryMeasurement,ORGANIC_CARBON,6B3,"Total organic carbon - high frequency induction furnace, infrared"
LaboratoryMeasurement,ORGANIC_CARBON,6B4,Total organic carbon - infared diffuse reflectance spectroscopy
LaboratoryMeasurement,ORGANIC_CARBON,6B4a,Total organic carbon - NIR reflectance spectroscopy
LaboratoryMeasurement,ORGANIC_CARBON,6B4b,Total organic carbon - MIR reflectance spectroscopy
LaboratoryMeasurement,NA,6B4b_MQ01,Total organic carbon
LaboratoryMeasurement,NA,6B4b_MQ02,Total organic carbon
LaboratoryMeasurement,NA,6B5,"Total Organic Carbon, (2)"
LaboratoryMeasurement,ORGANIC_CARBON,6C1,Particulate organic C (POC)
LaboratoryMeasurement,ORGANIC_CARBON,6D1,Pyrophosphate-extractable carbon
LaboratoryMeasurement,ORGANIC_CARBON,6E1,Potassium permanganate oxidisable C (PPOC)
LaboratoryMeasurement,CARBON,6F1,Charcoal-C
LaboratoryMeasurement,CARBON,6G1,"Total organic matter, organic C and carbonate by loss-on-ignition"
LaboratoryMeasurement,ORGANIC_CARBON,6Z,Organic carbon (%) - Not recorded
LaboratoryMeasurement,NITROGEN,7_C_B,Total Nitrogen - method description not recorded
LaboratoryMeasurement,NITROGEN,7_NR,Total nitrogen (%) - Not recorded
LaboratoryMeasurement,NITROGEN,7A1,"Total nitrogen - semimicro Kjeldahl, steam distillation"
LaboratoryMeasurement,NITROGEN,7A2,"Total nitrogen - semimicro Kjeldahl , automated colour"
LaboratoryMeasurement,NITROGEN,7A2a,"Total nitrogen - semimicro Kjeldahl , automated colour, continuous segmented flow"
LaboratoryMeasurement,NITROGEN,7A2b,"Total nitrogen - semimicro Kjeldahl , automated colour, FIA"
LaboratoryMeasurement,NITROGEN,7A3,Total nitrogen (where nitrate > 20 mg N kg-1) - steam distillation
LaboratoryMeasurement,NITROGEN,7A4,Total nitrogen (where nitrate > 20 mg N kg-1) - automated colour
LaboratoryMeasurement,NITROGEN,7A5,"Total nitrogen - high frequency induction furnace, thermal conductivity"
LaboratoryMeasurement,NITROGEN,7A6,Total nitrogen - infared diffuse reflectance spectroscopy
LaboratoryMeasurement,NITROGEN,7A6a,Total nitrogen - NIR reflectance spectroscopy
LaboratoryMeasurement,NITROGEN,7A6b,Total nitrogen - MIR reflectance spectroscopy
LaboratoryMeasurement,NA,7A6B_MQ01,Total nitrogen - MIR QLD Calibration 1
LaboratoryMeasurement,NA,7A6B_MQ02,Total nitrogen
LaboratoryMeasurement,NA,7A7,"Total Nitrogen, (3)"
LaboratoryMeasurement,NITRATE,7B1,Water soluble nitrate - automated colour
LaboratoryMeasurement,NITRATE,7B1a,"Water soluble nitrate - automated colour, continuous segmented flow"
LaboratoryMeasurement,NITRATE,7B1b,"Water soluble nitrate - automated colour, FIA"
LaboratoryMeasurement,NITRATE,7B2,Water soluble nitrate - ion chromatography
LaboratoryMeasurement,NITRATE,7C_CASO4,CaSO4 extractable nitrate. O'Brien and Fiore (1962)
LaboratoryMeasurement,MIN_NITROGEN,7C1,Mineral nitrogen with 2M KCl - steam distillation
LaboratoryMeasurement,AMMONIUM-N,7C1a,"Ammonium-N, in presence or absence of nitrite"
LaboratoryMeasurement,(NITRATE+NITRITE)-N,7C1b,"(Nitrate+nitrite)-N, in presence of nitrite"
LaboratoryMeasurement,(AMMONIUM+NO3+NO2)-N,7C1c,"(Ammonium+nitrate+nitrite)-N, in presence of nitrite"
LaboratoryMeasurement,(AMMONIUM+NITRATE)-N,7C1d,"(Ammonium+nitrate)-N, in presence of nitrite"
LaboratoryMeasurement,NITRATE-N,7C1e,"Nitrate-N, in presence of nitrite"
LaboratoryMeasurement,NITRATE-N,7C1f,"Nitrate-N, in absence of nitrite"
LaboratoryMeasurement,(AMMONIUM+NITRATE)-N,7C1g,"(Ammonium+nitrate)-N, in absence of nitrite"
LaboratoryMeasurement,NITRITE-N,7C1h,Nitrite-N
LaboratoryMeasurement,MIN_NITROGEN,7C2,Mineral nitrogen with 2M KCl - automated colour
LaboratoryMeasurement,NA,7C2_NH4,"NH4-N - 2M KCl extractable,colorimetry"
LaboratoryMeasurement,NA,7C2_NO2,"NO2-N - 2M KCl extractable,colorimetry"
LaboratoryMeasurement,NA,7C2_NO3,"NO3-N - 2M KCl extractable,colorimetry"
LaboratoryMeasurement,MIN_NITROGEN,7C2a,"Mineral nitrogen with 2M KCl - automated colour, continuous segmented flow"
LaboratoryMeasurement,MIN_NITROGEN,7C2b,"Mineral nitrogen with 2M KCl - automated colour, FIA"
LaboratoryMeasurement,NA,7D1,Nitrogen/Sulphur ratio
LaboratoryMeasurement,MIN_NITROGEN,7D1a,"Potentially mineralisable N, hot KCl extraction - automated colour, continuous segmented flow"
LaboratoryMeasurement,MIN_NITROGEN,7D1b,"Potentially mineralisable N, hot KCl extraction - automated colour, FIA"
LaboratoryMeasurement,MIN_NITROGEN,7D1c,"Potentially mineralisable N, hot KCl extraction - NIR diffuse reflectance spectroscopy"
LaboratoryMeasurement,MIN_NITROGEN,7D2a,"Potentially mineralisable N, anerobic incubation - automated colour, continuous segmented flow"
LaboratoryMeasurement,MIN_NITROGEN,7D2b,"Potentially mineralisable N, anerobic incubation - automated colour, FIA"
LaboratoryMeasurement,C/N_RATIO,8A1,Total organic carbon/total nitrogen ratio
LaboratoryMeasurement,C/N_RATIO,8B1,Organic carbon - Walkley and Black/total nitrogen ratio
LaboratoryMeasurement,NA,8C1,Carbon/Sulphur ratio
LaboratoryMeasurement,NA,9_E_NR,NA
LaboratoryMeasurement,PHOSPHORUS,9_NR,Available P (mg/kg) - Not recorded
LaboratoryMeasurement,PHOSPHORUS,9A_HCL,Total element - P(%) - By boiling HCl
LaboratoryMeasurement,PHOSPHORUS,9A_HCLP2O5,Total element - P(%) - By boiling HCl(P2O5)
LaboratoryMeasurement,PHOSPHORUS,9A_HF+,Total element - P(%) - HF/HCl04 Digest
LaboratoryMeasurement,PHOSPHORUS,9A_NR,Total element - P(%) - Not recorded
LaboratoryMeasurement,PHOSPHORUS,9A_S14,NA
LaboratoryMeasurement,PHOSPHORUS,9A1,Total phosphorus - X-ray fluorescence
LaboratoryMeasurement,PHOSPHORUS,9A2,Total phosphorus - sodium carbonate fusion
LaboratoryMeasurement,PHOSPHORUS,9A3,"Total Phosphorus (ppm) - semimicro kjeldahl, automated colour"
LaboratoryMeasurement,PHOSPHORUS,9A3a,"Total Phosphorus (ppm) - semimicro kjeldahl, automated colour, FIA/continuous segmented flow"
LaboratoryMeasurement,PHOSPHORUS,9A3b,"Total Phosphorus (ppm) - semimicro kjeldahl, ICPAES"
LaboratoryMeasurement,PHOSPHORUS,9B_9C,Available P (mg/kg) - Bicarbonate P - 0.5M NaHCO3 extractable
LaboratoryMeasurement,NA,9B_NR,NA
LaboratoryMeasurement,PHOSPHORUS,9B1,Bicarbonate-extractable phosphorus - manual colour
LaboratoryMeasurement,PHOSPHORUS,9B2,Bicarbonate-extractable phosphorus - automated colour
LaboratoryMeasurement,PHOSPHORUS,9B2_COL,Bicarbonate-extractable phosphorus - automated colour. Based on Colwell (1965). Method no longer recommended
LaboratoryMeasurement,PHOSPHORUS,9BUFF_0,"Buffering Capacity by 0.01M CaCl2, solution of 0 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)"
LaboratoryMeasurement,PHOSPHORUS,9BUFF_0.5,"Buffering Capacity by 0.01M CaCl2, solution of 0.5 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)"
LaboratoryMeasurement,PHOSPHORUS,9BUFF_1,"Buffering Capacity by 0.01M CaCl2, solution of 1 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)"
LaboratoryMeasurement,PHOSPHORUS,9BUFF_2,"Buffering Capacity by 0.01M CaCl2, solution of 2 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)"
LaboratoryMeasurement,PHOSPHORUS,9BUFF_4,"Buffering Capacity by 0.01M CaCl2, solution of 4 ppm phosphorus added (CSIRO Div of Soil Tech Mem 63/1972)"
LaboratoryMeasurement,PHOSPHORUS,9C1,Olsen-extractable phosphorus - manual colour
LaboratoryMeasurement,PHOSPHORUS,9C2,Olsen-extractable phosphorus - automated colour
LaboratoryMeasurement,PHOSPHORUS,9D1,Lactate-extractable phosphorus - manual colour
LaboratoryMeasurement,PHOSPHORUS,9D2,Lactate-extractable phosphorus - automated colour
LaboratoryMeasurement,PHOSPHORUS,9E,Fluoride-extractable phosphorus (Bray 1-P)
LaboratoryMeasurement,PHOSPHORUS,9E1,Fluoride-extractable phosphorus (Bray 1-P) - manual colour
LaboratoryMeasurement,PHOSPHORUS,9E2,Fluoride-extractable phosphorus (Bray 1-P) - automated colour
LaboratoryMeasurement,PHOSPHORUS,9F1,Calcium chloride-extractable phosphorus - manual colour
LaboratoryMeasurement,PHOSPHORUS,9F2,Calcium chloride-extractable phosphorus - automated colour
LaboratoryMeasurement,PHOSPHORUS,9G_BSES,Available P (mg/kg) - Acid P - 0.005M H2SO4 (BSES)
LaboratoryMeasurement,PHOSPHORUS,9G1,Acid-extractable phosphorus - manual colour
LaboratoryMeasurement,PHOSPHORUS,9G2,Acid-extractable phosphorus - automated colour
LaboratoryMeasurement,PHOSPHORUS,9H_NR,Posphate retention % - Not recorded
LaboratoryMeasurement,ANION_STORAGE,9H1,Anion storage capacity
LaboratoryMeasurement,PHOSPHATE_SORPTION,9I1,Phosphate sorption index
LaboratoryMeasurement,NA,9I2,Phosphorus buffer index (Colwell)
LaboratoryMeasurement,P_BUFFER_INDEX,9I2a,P buffer index - PBI (+ColP) - Murphy and Riley
LaboratoryMeasurement,P_BUFFER_INDEX,9I2b,P buffer index - PBI (+ColP) - ICPAES
LaboratoryMeasurement,P_BUFFER_INDEX,9I2c,P buffer index - PBI (+ColP) - Vanadate
LaboratoryMeasurement,NA,9I3,PBI
LaboratoryMeasurement,P_BUFFER_INDEX,9I3a,P buffer index - PBI (+OlsenP) - Murphy and Riley
LaboratoryMeasurement,P_BUFFER_INDEX,9I3b,P buffer index - PBI (+OlsenP) - ICPAES
LaboratoryMeasurement,P_BUFFER_INDEX,9I3c,P buffer index - PBI (+OlsenP) - Vanadate
LaboratoryMeasurement,NA,9I4,Phosphorus buffer index (unadjusted)
LaboratoryMeasurement,P_BUFFER_INDEX,9I4a,P buffer index - PBI (unadj) - Murphy and Riley
LaboratoryMeasurement,P_BUFFER_INDEX,9I4b,P buffer index - PBI (unadj) - ICPAES
LaboratoryMeasurement,P_BUFFER_INDEX,9I4c,P buffer index - PBI (unadj) - Vanadate
LaboratoryMeasurement,PHOSPHATE_SORPTION,9J1,Phosphate sorption curve - manual colour
LaboratoryMeasurement,NA,9J1_EPC,Equilibrium P concentration - manual colour
LaboratoryMeasurement,NA,9J1_P,Phosphate sorption curve - manual colour
LaboratoryMeasurement,NA,9J1_PBC,Phosphorus buffer capacity - manual colour
LaboratoryMeasurement,PHOSPHATE_SORPTION,9J2,Phosphate sorption curve - automated colour
LaboratoryMeasurement,NA,9J2_EPC,Equilibrium P concentration - automated colour
LaboratoryMeasurement,NA,9J2_P,Phosphate sorption curve - automated colour
LaboratoryMeasurement,NA,9J2_PBC,Phosphorus buffer capacity - automated colour
LaboratoryMeasurement,PHOSPHORUS_RATIO,9K1a,Mehlich 3-P saturation ratio - colorimetric estimate of P
LaboratoryMeasurement,PHOSPHORUS_RATIO,9K1b,Mehlich 3-P saturation ratio - ICPAES estimate of P
LaboratoryMeasurement,PHOSPHORUS_RATIO,9K2,Colwell-P/PBI(+ColP) ratio
LaboratoryMeasurement,PHOSPHORUS,9M,Available P (mg/kg) - Mehlich P
LaboratoryMeasurement,PHOSPHORUS,9R1,Resin extractable phosphorus - automated colour (CSIRO Div of Soil Tech Mem 63/1972)
LaboratoryMeasurement,NA,a-23E,Peroxide oxidisable S calculated as equalivent acidity units
LaboratoryMeasurement,NA,a-23Q,Excess Acid Neutralising Capacity calculated as equilavent acid neutralising units.
LaboratoryMeasurement,NA,a-23R,Residual acid extractable S after peroxide expressed in equivalent acidity units
LaboratoryMeasurement,NA,a-23U,Magnesium reacted calculated as equilavent acid neutralising units.
LaboratoryMeasurement,NA,a-23Um,Magnesium reacted calculated as equilavent acid neutralising units.- ICPAES
LaboratoryMeasurement,CA,a-23X,Calcium reacted calaulated as equilavent acid neutralising units.
LaboratoryMeasurement,CA,a-23Xh,Calcium reacted calaulated as equilavent acid neutralising units. - ICPAES
LaboratoryMeasurement,SAR,M1a,Sodium absorption ratio (SAR)
LaboratoryMeasurement,CLAY_MINERAL,MIN_EC,Exchange Capacity - Minerology
LaboratoryMeasurement,CLAY_MINERAL,MIN_NR_K2O,Kaolin minerals
LaboratoryMeasurement,NA,P10_1m2m,NA
LaboratoryMeasurement,NA,P10_20_100,NA
LaboratoryMeasurement,NA,P10_20_75,NA
LaboratoryMeasurement,NA,P10_20_75a,NA
LaboratoryMeasurement,NA,P10_75_106,NA
LaboratoryMeasurement,PSA,P10_CF_C,Clay (%) - Coventry and Fett pipette method
LaboratoryMeasurement,PSA,P10_CF_CS,Coarse sand (%) - Coventry and Fett pipette method
LaboratoryMeasurement,PSA,P10_CF_FS,Fine sand (%) - Coventry and Fett pipette method
LaboratoryMeasurement,PSA,P10_CF_S,Sand (%) - Coventry and Fett pipette method
LaboratoryMeasurement,PSA,P10_CF_Z,Silt (%) - Coventry and Fett pipette method
LaboratoryMeasurement,PSA,P10_GRAV,Gravel (%)
LaboratoryMeasurement,NA,P10_gt2m,NA
LaboratoryMeasurement,NA,P10_gt2MI,NA
LaboratoryMeasurement,NA,P10_gt2OM,NA
LaboratoryMeasurement,PSA,P10_HYD_C,Clay (%) - Hydrometer Method
LaboratoryMeasurement,PSA,P10_HYD_CS,Coarse Sand (%) - Hydrometer Method
LaboratoryMeasurement,PSA,P10_HYD_FS,Fine Sand (%) - Hydrometer Method
LaboratoryMeasurement,PSA,P10_HYD_S,Sand (%) - Hydrometer Method
LaboratoryMeasurement,PSA,P10_HYD_Z,Silt (%) - Hydrometer Method
LaboratoryMeasurement,PSA,P10_NR_C,Clay (%) - Not recorded
LaboratoryMeasurement,PSA,P10_NR_CS,Coarse sand (%) - Not recorded
LaboratoryMeasurement,PSA,P10_NR_FS,Fine sand (%) - Not recorded
LaboratoryMeasurement,PSA,P10_NR_S,Sand (%) - Not recorded
LaboratoryMeasurement,NA,P10_NR_Saa,NA
LaboratoryMeasurement,PSA,P10_NR_Z,Silt (%) - Not recorded
LaboratoryMeasurement,NA,P10_NR_ZC,NA
LaboratoryMeasurement,PSA,P10_PB_C,Clay (%) - Plummet balance
LaboratoryMeasurement,PSA,P10_PB_CS,Coarse sand (%) - Plummet balance
LaboratoryMeasurement,PSA,P10_PB_FS,Fine sand (%) - Plummet balance
LaboratoryMeasurement,PSA,P10_PB_S,Sand (%) - Plummet balance
LaboratoryMeasurement,PSA,P10_PB_Z,Silt (%) - Plummet balance
LaboratoryMeasurement,PSA,P10_PB1_C,Clay (%) - Plummet balance (Acid digestion pretreatment)
LaboratoryMeasurement,PSA,P10_PB1_CS,Coarse sand (%) - Plummet balance (Acid digestion pretreatment)
LaboratoryMeasurement,PSA,P10_PB1_FS,Fine sand (%) - Plummet balance (Acid digestion pretreatment)
LaboratoryMeasurement,PSA,P10_PB1_Z,Silt (%) - Plummet balance (Acid digestion pretreatment)
LaboratoryMeasurement,PSA,P10_S_0.20,0.20 micron (cumulative %) - Sedigraph
LaboratoryMeasurement,PSA,P10_S_0.48,0.48 micron (cumulative %) - Sedigraph
LaboratoryMeasurement,PSA,P10_S_1,1 micron (cumulative %) - Sedigraph
LaboratoryMeasurement,PSA,P10_S_1000,1000 micron (cumulative %) - Sedigraph
LaboratoryMeasurement,PSA,P10_S_125,125 micron (cumulative %) - Sedigraph
LaboratoryMeasurement,PSA,P10_S_15.6,15.6 micron (cumulative %) - Sedigraph
LaboratoryMeasurement,PSA,P10_S_2,2 micron (cumulative %) - Sedigraph
LaboratoryMeasurement,PSA,P10_S_20,20 micron (cumulative %) - Sedigraph
LaboratoryMeasurement,PSA,P10_S_2000,2000 micron (cumulative %) - Sedigraph
LaboratoryMeasurement,PSA,P10_S_250,250 micron (cumlative %) - Sedigraph
LaboratoryMeasurement,PSA,P10_S_3.9,3.9 micron (cumulative %) - Sedigraph
LaboratoryMeasurement,PSA,P10_S_31.2,31.2 micron (cumulative %) - Sedigraph
LaboratoryMeasurement,PSA,P10_S_500,500 micron (cumulative %) - Sedigraph
LaboratoryMeasurement,PSA,P10_S_53,53 micron (cumulative %) - Sedigraph
LaboratoryMeasurement,PSA,P10_S_63,63 micron (cumulative %) - Sedigraph
LaboratoryMeasurement,PSA,P10_S_7.8,7.8 micron (cumulative %) - Sedigraph
LaboratoryMeasurement,NA,P10100_200,NA
LaboratoryMeasurement,NA,P10106_150,NA
LaboratoryMeasurement,NA,P10150_180,NA
LaboratoryMeasurement,NA,P10180_300,NA
LaboratoryMeasurement,NA,P10200_500,NA
LaboratoryMeasurement,NA,P10200_600,NA
LaboratoryMeasurement,NA,P102002000,NA
LaboratoryMeasurement,NA,P10300_600,NA
LaboratoryMeasurement,NA,P105002000,NA
LaboratoryMeasurement,NA,P106001000,NA
LaboratoryMeasurement,NA,P106002000,NA
LaboratoryMeasurement,PSA,P10A1_C,Clay (%) - Pipette
LaboratoryMeasurement,PSA,P10A1_CS,Coarse sand (%) - Pipette
LaboratoryMeasurement,PSA,P10A1_FS,Fine sand (%) - Pipette
LaboratoryMeasurement,PSA,P10A1_Z,Silt (%) - Pipette
LaboratoryMeasurement,DENSITY,P3A_NR,Bulk density - Not recorded
LaboratoryMeasurement,DENSITY,P3A1,Bulk density - g/cm3
LaboratoryMeasurement,NA,P3A1_C4,NA
LaboratoryMeasurement,DENSITY,P3A1_CLOD,"Bulk density  g/cm3 - Clods at 0.1 Bar moisture content (McIntyre & Stirk, 1954, Aust. J. Agric. Res. 5:291-6)"
LaboratoryMeasurement,NA,P3A1_e,NA
LaboratoryMeasurement,POROSITY,P3A2,Macro Porosity %
LaboratoryMeasurement,POROSITY,P3A2_McK,Macro Porosity (%) as determined from McKenzie pore charts
LaboratoryMeasurement,POROSITY,P3A2_McKMP,Maximum pore diameter (mm) as determined from McKenzie pore charts
LaboratoryMeasurement,POROSITY,P3A3,Total Porosity %
LaboratoryMeasurement,MOISTURE_RELEASE,P3A4,Particle Density g/cm3
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_GV_001,0.01 BAR Moisture g/g - Gravimetric using suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_GV_003,0.03 BAR Moisture g/g - Gravimetric using suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_GV_005,0.05 BAR Moisture g/g - Gravimetric using suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_GV_01,0.1 BAR Moisture g/g - Gravimetric  using suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_GV_03,0.3 BAR Moisture g/g - Gravimetric using suction plate
LaboratoryMeasurement,NA,P3B_GV_033,NA
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_GV_05,0.5 BAR Moisture g/g - Gravimetric using suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_GV_1,1 BAR Moisture g/g - Gravimetric using pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_GV_15,15 BAR Moisture g/g - Gravimetric using pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_GV_5,5 BAR Moisture g/g - Gravimetric using pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_GV_SAT,Saturated Moisture g/g - Gravimetric using suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_NR_001,0.01 BAR Moisture % - Not recorded
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_NR_003,0.03 BAR Moisture % - Not recorded
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_NR_005,0.05 BAR Moisture % - Not recorded
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_NR_01,0.1 BAR Moisture % - Not recorded
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_NR_03,0.3 BAR Moisture % - Not recorded
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_NR_05,0.5 BAR Moisture % - Not recorded
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_NR_1,1 BAR Moisture % - Not recorded
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_NR_15,15 BAR Moisture % - Not recorded
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_NR_5,5 BAR Moisture % - Not recorded
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_NR_SAT,Saturated Moisture % - Not recorded
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_VL_001,0.01 BAR Moisture m3/m3 - Volumetric using suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_VL_003,0.03 BAR Moisture m3/m3 - Volumetric using suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_VL_005,0.05 BAR Moisture m3/m3 - Volumetric using suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_VL_01,0.1 BAR Moisture m3/m3 - Volumetric using suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_VL_03,0.3 BAR Moisture m3/m3 - Volumetric using suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_VL_05,0.5 BAR Moisture m3/m3 - Volumetric using suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_VL_1,1 BAR Moisture m3/m3 - Volumetric using pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_VL_15,15 BAR Moisture m3/m3 - Volumetric using pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_VL_5,5 BAR Moisture m3/m3 - Volumetric using pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B_VL_SAT,Saturated Moisture m3/m3 - Volumetric using suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B1GV_15,15 BAR Moisture g/g - Gravimetric of ground sample (<2mm) using pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B1VL_1,1 BAR Moisture m3/m3 - Volumetric using <2mm sample on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B1VL_15,15 BAR Moisture m3/m3 - Volumetric using <2mm sample on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B2GV_1,1 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B2GV_15,15 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B2GV_5,5 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B2VL_03,0.3 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B2VL_1,1 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B2VL_15,15 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B2VL_5,5 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLa001,0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLa005,0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLa01,0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLa03,0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLa06,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLaSAT,Saturated Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLb001,"0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)"
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLb003,"0.03 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)"
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLb005,"0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)"
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLb01,"0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)"
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLb03,"0.33 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)"
LaboratoryMeasurement,MOISTURE_RELEASE,P3B3VLb05,"0.5 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)"
